congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
116,House,108,07/03/2019,1,109,216,213,-0.127,0.141,1.092,0.544,-38.934,HR1,Agreed to,,On Agreeing to the Amendment,
116,House,109,07/03/2019,1,110,197,232,0.122,0.993,-0.479,0.251,-8.039,HR1,Failed,,On Agreeing to the Amendment,
116,House,110,07/03/2019,1,111,123,303,0.067,-0.998,0.141,0.343,-149.526,HR1,Failed,,On Agreeing to the Amendment,
116,House,111,07/03/2019,1,112,198,230,0.123,-0.992,-0.52,-0.286,-12.667,HR1,Failed,,On Agreeing to the Amendment,
116,House,112,07/03/2019,1,113,192,235,-0.074,0.997,-0.621,-0.799,-12.921,HR1,Failed,,On Agreeing to the Amendment,
116,House,113,07/03/2019,1,114,193,234,0.084,0.265,-0.69,-0.467,-2.25,HR1,Failed,,On Agreeing to the Amendment,
116,House,114,08/03/2019,1,115,235,187,0.16,0.089,0.688,0.483,-5.083,HR1,Agreed to,,On Agreeing to the Amendment,
116,House,115,08/03/2019,1,116,236,186,0.007,1,0.32,0.274,-28.471,HR1,Agreed to,,On Agreeing to the Amendment,
116,House,116,08/03/2019,1,117,197,228,-0.225,0.974,-0.634,-0.824,-19.288,HR1,Failed,For the People Act,On Motion to Recommit with Instructions,
116,House,117,08/03/2019,1,118,234,193,0.06,0.041,0.714,-0.091,-0.321,HR1,Passed,For the People Act,On Passage,
116,House,118,11/03/2019,1,119,387,22,0.354,-0.804,0.207,-0.786,-36.225,HR1122,Passed,Housing Choice Voucher Mobility Demonstration Act,On Motion to Suspend the Rules and Pass,
116,House,119,11/03/2019,1,120,404,7,0,0,0,0,0,HR758,Passed,Cooperate with Law Enforcement Agencies and Watch Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,120,12/03/2019,1,121,416,1,0,0,0,0,0,HRES156,Passed,Calling for accountability and justice for the assassination of Boris Nemtsov,"On Motion to Suspend the Rules and Agree, as Amended",
116,House,121,12/03/2019,1,122,427,1,0,0,0,0,0,HR596,Passed,Crimea Annexation Non-recognition Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,122,12/03/2019,1,123,426,1,0,0,0,0,0,HR1654,Passed,Federal Register Modernization Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,123,13/03/2019,1,124,233,195,0.06,0.043,0.714,-0.089,-0.323,HRES208,Passed,"Providing for consideration of H. Con. Res. 24, expressing the sense of Congress that the report of Special Counsel Mueller should be made available to the public and to Congress; providing for proceedings during the period from March 15, 2019, through March 22, 2019",On Agreeing to the Resolution,
116,House,124,14/03/2019,1,125,420,0,0,0,0,0,0,HCONRES24,Passed,Expressing the sense of Congress that the report of Special Counsel Mueller should be made available to the public and to Congress,On Agreeing to the Resolution,
116,House,125,25/03/2019,1,126,391,24,0.25,-0.958,0.37,-1.298,-33.38,HR1616,Passed,European Energy Security and Diversification Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,126,26/03/2019,1,127,248,181,-0.033,0.722,0.553,1.213,-33.243,HJRES46,Failed,"Relating to a national emergency declared by the President on February 15, 2019","On Passage, Objections of the President to the Contrary Notwithstanding",
116,House,127,26/03/2019,1,128,404,21,-0.051,-0.999,0.071,-0.669,-61.119,HR1388,Passed,Lytton Rancheria Homelands Act,On Motion to Suspend the Rules and Pass,
116,House,128,26/03/2019,1,129,403,21,0.633,-0.774,0.243,-0.294,-50.196,HR297,Passed,Little Shell Tribe of Chippewa Indians Restoration Act,On Motion to Suspend the Rules and Pass,
116,House,129,27/03/2019,1,130,231,192,0.059,0.041,0.714,-0.086,-0.317,HRES252,Passed,"Providing for consideration of H.R. 7, the Paycheck Fairness Act; H. Res. 124, expressing opposition to banning service in the Amred Forces by openly transgender individuals",On Ordering the Previous Question,
116,House,130,27/03/2019,1,131,232,190,0.06,0.036,0.714,-0.09,-0.316,HRES252,Passed,"Providing for consideration of H.R. 7, the Paycheck Fairness Act; H. Res. 124, expressing opposition to banning service in the Amred Forces by openly transgender individuals",On Agreeing to the Resolution,
116,House,131,27/03/2019,1,132,403,24,0.619,0.786,0.248,0.245,-64.042,HR7,Agreed to,,On Agreeing to the Amendment,
116,House,132,27/03/2019,1,133,191,236,-0.123,0.992,-0.584,-0.755,-9.872,HR7,Failed,Paycheck Fairness Act,On Motion to Recommit with Instructions,
116,House,133,27/03/2019,1,134,242,187,0.241,-0.247,0.808,0.298,-14.738,HR7,Passed,Paycheck Fairness Act,On Passage,
116,House,134,28/03/2019,1,135,238,185,0.038,0.999,0.498,0.414,-13.552,HRES124,Passed,Expressing opposition to banning service in the Armed Forces by openly transgender individuals,On Agreeing to the Resolution,
116,House,135,28/03/2019,1,136,216,179,-0.56,0.754,0.113,0.453,-187.752,,Passed,,On Approving the Journal,
116,House,136,01/04/2019,1,137,384,18,0.103,-0.995,0.157,-0.901,-37.725,HR1593,Passed,Coordinating and Leveraging Activities for School Security Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,137,01/04/2019,1,138,394,7,0,0,0,0,0,HR1590,Passed,Terrorist and Foreign Fighter Travel Exercise Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,138,01/04/2019,1,139,207,181,-0.584,0.587,0.094,0.53,-194.497,,Passed,,On Approving the Journal,
116,House,139,02/04/2019,1,140,231,191,-0.092,0.996,0.554,0.562,-7.049,HRES274,Passed,Consideration of (S.J.Res. 7) to direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; consideration of (H.Res. 271) Condemning the Trump Administration’s Legal Campaign to Take Away Americans’ Health Care; and suspension authority.,On Ordering the Previous Question,
116,House,140,02/04/2019,1,141,230,188,0.056,0.068,0.713,-0.153,-0.301,HRES274,Passed,Consideration of (S.J.Res. 7) to direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; consideration of (H.Res. 271) Condemning the Trump Administration’s Legal Campaign to Take Away Americans’ Health Care; and suspension authority.,On Agreeing to the Resolution,
116,House,141,02/04/2019,1,142,414,7,0,0,0,0,0,HR540,Passed,"To designate the facility of the United States Postal Service located at 770 Ayrault Road in Fairport, New York, as the “Louise and Bob Slaughter Post Office”",On Motion to Suspend the Rules and Pass,
116,House,142,02/04/2019,1,143,222,189,-0.252,0.404,0.083,0.358,-196.414,,Passed,,On Approving the Journal,
116,House,143,03/04/2019,1,144,231,193,0.056,0.068,0.713,-0.158,-0.299,HRES281,Passed,"Providing for consideration of the bill (H.R. 1585) to reauthorize the Violence Against Women Act of 1994, and for other purposes",On Ordering the Previous Question,
116,House,144,03/04/2019,1,145,231,194,0.056,0.068,0.713,-0.158,-0.299,HRES281,Passed,"Providing for consideration of the bill (H.R. 1585) to reauthorize the Violence Against Women Act of 1994, and for other purposes",On Agreeing to the Resolution,
116,House,145,03/04/2019,1,146,240,186,0.264,-0.103,0.569,1.064,-17.656,HRES271,Passed,Condemning the Trump Administration’s Legal Campaign to Take Away Americans’ Health Care,On Agreeing to the Resolution,
116,House,146,03/04/2019,1,147,358,67,0.517,-0.856,0.27,-0.131,-92.904,HR1585,Agreed to,,On Agreeing to the Amendment,
116,House,147,03/04/2019,1,148,389,36,0.409,-0.913,0.164,-0.372,-76.635,HR1585,Agreed to,,On Agreeing to the Amendment,
116,House,148,03/04/2019,1,149,254,172,0.298,0.032,0.303,0.202,-45.814,HR1585,Agreed to,,On Agreeing to the Amendment,
116,House,149,03/04/2019,1,150,424,0,0,0,0,0,0,HR1585,Agreed to,,On Agreeing to the Amendment,
116,House,150,04/04/2019,1,151,423,0,0,0,0,0,0,HR829,Passed,"To designate the facility of the United States Postal Service located at 1450 Montauk Highway in Mastic, New York, as the “Army Specialist Thomas J. Wilwerth Post Office Building”",On Motion to Suspend the Rules and Pass,
116,House,151,04/04/2019,1,152,194,228,-0.229,0.973,-0.613,-0.912,-17.165,SJRES7,Failed,To direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress,On Motion to Commit with Instructions,
116,House,152,04/04/2019,1,153,247,175,-0.243,0.97,0.49,1.203,-45.873,SJRES7,Passed,To direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress,On Passage,
116,House,153,04/04/2019,1,154,423,0,0,0,0,0,0,HR1585,Agreed to,,On Agreeing to the Amendment,
116,House,154,04/04/2019,1,155,185,237,0.006,-0.964,-0.298,0.159,-34.658,HR1585,Failed,Violence Against Women Reauthorization Act,On Motion to Recommit with Instructions,
116,House,155,04/04/2019,1,156,263,158,0.376,-0.817,0.297,0.104,-68.225,HR1585,Passed,Violence Against Women Reauthorization Act,On Passage,
116,House,156,08/04/2019,1,157,386,0,0,0,0,0,0,HCONRES19,Passed,Authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby,On Motion to Suspend the Rules and Agree,
116,House,157,08/04/2019,1,158,329,56,0.54,-0.841,0.354,-0.139,-69.227,HR1331,Passed,Local Water Protection Act,On Motion to Suspend the Rules and Pass,
116,House,158,08/04/2019,1,159,194,182,-0.247,0.316,0.107,0.554,-147.695,,Passed,,On Approving the Journal,
116,House,159,09/04/2019,1,160,225,192,0.056,0.073,0.713,-0.161,-0.299,HRES294,Passed,"Providing for consideration of H.R. 1644, Save the Internet Act; and providing for consideration of H.R. 2021, Investing for the People Act",On Ordering the Previous Question,
116,House,160,09/04/2019,1,161,219,201,-0.103,0.39,0.701,0.349,-16.29,HRES294,Passed,"Providing for consideration of H.R. 1644, Save the Internet Act; and providing for consideration of H.R. 2021, Investing for the People Act",On Agreeing to the Resolution,
116,House,161,09/04/2019,1,162,393,24,0.646,-0.763,0.705,-0.32,-34.26,HR1759,Passed,Building on Reemployment Improvements to Deliver Good Employment for Workers Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,162,10/04/2019,1,163,358,60,0.514,-0.858,0.265,-0.164,-88.839,HR1644,Agreed to,,On Agreeing to the Amendment,
116,House,163,10/04/2019,1,164,371,46,0.372,-0.928,0.21,-0.399,-74.51,HR1644,Agreed to,,On Agreeing to the Amendment,
116,House,164,10/04/2019,1,165,418,0,0,0,0,0,0,HR1644,Agreed to,,On Agreeing to the Amendment,
116,House,165,10/04/2019,1,166,204,216,-0.131,0.284,-0.637,-0.786,-22.455,HR1644,Failed,Save the Internet Act,On Motion to Recommit with Instructions,
116,House,166,10/04/2019,1,167,232,190,-0.07,0.998,0.598,0.578,-7.335,HR1644,Passed,Save the Internet Act,On Passage,
116,House,167,29/04/2019,1,168,396,18,0.713,-0.701,1.286,-0.767,-40.102,HR91,Passed,Columbia River In-Lieu and Treaty Fishing Access Sites Improvement Act,On Motion to Suspend the Rules and Pass,
116,House,168,29/04/2019,1,169,227,182,-0.389,0.47,0.082,0.473,-198.911,,Passed,,On Approving the Journal,
116,House,169,30/04/2019,1,170,392,20,0.31,-0.951,0.316,-1.053,-34.149,HR1876,Passed,National Senior Investor Initiative Act,On Motion to Suspend the Rules and Pass,
116,House,170,30/04/2019,1,171,411,6,0,0,0,0,0,HRES328,Passed,Supporting the protection of elders through financial literacy,On Motion to Suspend the Rules and Agree,
116,House,171,01/05/2019,1,172,228,191,0.055,0.071,0.713,-0.157,-0.298,HRES329,Passed,"Providing for consideration of the bill (H.R. 9) to direct the President to develop a plan for the United States to meet its nationally determined contribution under the Paris Agreement, and for other purposes",On Ordering the Previous Question,
116,House,172,01/05/2019,1,173,226,188,0.055,0.071,0.713,-0.157,-0.298,HRES329,Passed,"Providing for consideration of the bill (H.R. 9) to direct the President to develop a plan for the United States to meet its nationally determined contribution under the Paris Agreement, and for other purposes",On Agreeing to the Resolution,
116,House,173,01/05/2019,1,174,226,183,-0.078,0.997,0.633,0.608,-5.831,HRES304,Passed,Raising a question of the privileges of the House,On Motion to Table,
116,House,174,02/05/2019,1,175,234,183,0.025,0.635,0.628,0.972,-14.451,HR9,Agreed to,,On Agreeing to the Amendment,
116,House,175,02/05/2019,1,176,187,231,0.035,0.628,-0.632,-0.876,-11.43,HR9,Failed,,On Agreeing to the Amendment,
116,House,176,02/05/2019,1,177,187,231,-0.073,0.997,-0.595,-0.85,-19.159,HR9,Failed,,On Agreeing to the Amendment,
116,House,177,02/05/2019,1,178,258,162,0.19,0.532,0.422,0.759,-50.34,HR9,Agreed to,,On Agreeing to the Amendment,
116,House,178,02/05/2019,1,179,301,120,-0.113,0.994,0.323,1.097,-104.728,HR9,Agreed to,,On Agreeing to the Amendment,
116,House,179,02/05/2019,1,180,291,131,-0.006,0.838,0.438,1.358,-88.637,HR9,Agreed to,,On Agreeing to the Amendment,
116,House,180,02/05/2019,1,181,254,165,0.113,0.637,0.481,0.994,-49.663,HR9,Agreed to,,On Agreeing to the Amendment,
116,House,181,02/05/2019,1,182,255,165,0.142,0.558,0.523,1.09,-44.327,HR9,Agreed to,,On Agreeing to the Amendment,
116,House,182,02/05/2019,1,183,206,214,-0.217,0.564,-0.562,-1.091,-24.802,HR9,Failed,Climate Action Now Act,On Motion to Recommit with Instructions,
116,House,183,02/05/2019,1,184,231,190,0.049,0.592,0.666,0.722,-7.918,HR9,Passed,Climate Action Now Act,On Passage,
116,House,184,07/05/2019,1,185,414,0,0,0,0,0,0,HRES273,Passed,Reaffirming the United States commitment to Taiwan and to the implementation of the Taiwan Relations Act,On Motion to Suspend the Rules and Agree,
116,House,185,07/05/2019,1,186,400,16,0.336,-0.942,0.587,-2.242,-28.54,HR1704,Passed,Championing American Business Through Diplomacy Act,On Motion to Suspend the Rules and Pass,
116,House,186,08/05/2019,1,187,422,0,0,0,0,0,0,HR1503,Passed,Orange Book Transparency Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,187,08/05/2019,1,188,421,0,0,0,0,0,0,HR1520,Passed,Purple Book Continuity Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,188,09/05/2019,1,189,227,190,0.055,0.069,0.713,-0.161,-0.298,HRES357,Passed,"Providing for consideration of the bill (H.R. 986) Protecting Americans with Preexisting Conditions Act, and providing for consideration of the bill (H.R. 2157) making supplemental appropriations for fiscal year ending September 30, 2019, and for other purposes",On Ordering the Previous Question,
116,House,189,09/05/2019,1,190,227,191,0.055,0.069,0.713,-0.161,-0.298,HRES357,Passed,"Providing for consideration of the bill (H.R. 986) Protecting Americans with Preexisting Conditions Act, and providing for consideration of the bill (H.R. 2157) making supplemental appropriations for fiscal year ending September 30, 2019, and for other purposes",On Agreeing to the Resolution,
116,House,190,09/05/2019,1,191,346,70,0.562,-0.827,0.342,-0.025,-83.666,HR986,Agreed to,,On Agreeing to the Amendment,
116,House,191,09/05/2019,1,192,182,234,-0.147,0.989,-0.425,-0.733,-28.937,HR986,Failed,,On Agreeing to the Amendment,
116,House,192,09/05/2019,1,193,297,117,0.587,-0.809,0.431,0.36,-88.868,HR986,Agreed to,,On Agreeing to the Amendment,
116,House,193,09/05/2019,1,194,303,112,0.397,0.452,0.246,0.234,-99.701,HR986,Agreed to,,On Agreeing to the Amendment,
116,House,194,09/05/2019,1,195,182,231,-0.149,0.989,-0.583,-0.9,-15.487,HR986,Failed,Protecting Americans with Preexisting Conditions Act,On Motion to Recommit with Instructions,
116,House,195,09/05/2019,1,196,230,183,-0.005,0.664,0.607,0.874,-8.452,HR986,Passed,Protecting Americans with Preexisting Conditions Act,On Passage,
116,House,196,10/05/2019,1,197,243,165,0.11,0.843,0.306,0.342,-48.113,HR2157,Agreed to,,On Agreeing to the Amendment,
116,House,197,10/05/2019,1,198,264,143,0.34,-0.194,0.237,-0.019,-73.031,HR2157,Agreed to,,On Agreeing to the Amendment,
116,House,198,10/05/2019,1,199,239,167,0.26,-0.014,0.269,0.128,-42.755,HR2157,Agreed to,,On Agreeing to the Amendment,
116,House,199,10/05/2019,1,200,389,20,0.107,-0.994,0.088,-0.586,-59.577,HR2157,Agreed to,,On Agreeing to the Amendment,
116,House,200,10/05/2019,1,201,189,215,-0.37,0.929,-0.464,-1.024,-46.467,HR2157,Failed,"Making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes",On Motion to Recommit with Instructions,
116,House,201,10/05/2019,1,202,257,150,0.268,0.509,0.215,0.121,-77.531,HR2157,Passed,"Making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes",On Passage,
116,House,202,14/05/2019,1,203,410,0,0,0,0,0,0,HR299,Passed,Blue Water Navy Vietnam Veterans Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,203,14/05/2019,1,204,400,9,0,0,0,0,0,HR2379,Passed,To reauthorize the Bulletproof Vest Partnership Grant Program.,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,204,15/05/2019,1,205,228,189,0.054,0.065,0.712,-0.174,-0.293,HRES377,Passed,"Providing for consideration of the bill (H.R. 5) Equality Act, providing for consideration of the bill (H.R. 312) Mashpee Wampanoag Tribe Reservation Reaffirmation Act, and providing for consideration of (H.R. 987) Strengthening Health Care and Lowering Prescription Drug Costs Act",On Ordering the Previous Question,
116,House,205,15/05/2019,1,206,229,188,0.025,-0.179,0.328,0.033,-11.428,HRES377,Passed,"Providing for consideration of the bill (H.R. 5) Equality Act, providing for consideration of the bill (H.R. 312) Mashpee Wampanoag Tribe Reservation Reaffirmation Act, and providing for consideration of (H.R. 987) Strengthening Health Care and Lowering Prescription Drug Costs Act",On Agreeing to the Resolution,
116,House,206,15/05/2019,1,207,275,146,0.311,0.459,0.192,0.101,-97.383,HR312,Passed,Mashpee Wampanoag Tribe Reservation Reaffirmation Act,On Passage,
116,House,207,15/05/2019,1,208,323,96,0.502,0.818,0.174,0.032,-142.676,HR375,Passed,"To amend the Act of June 18, 1934, to reaffirm the authority of the Secretary of the Interior to take land into trust for Indian Tribes, and for other purposes",On Motion to Suspend the Rules and Pass,
116,House,208,15/05/2019,1,209,415,0,0,0,0,0,0,HR1892,Passed,Quadrennial Homeland Security Review Technical Corrections Act,On Motion to Suspend the Rules and Pass,
116,House,209,16/05/2019,1,210,188,227,-0.037,0.536,-0.482,-0.588,-10.13,HR987,Failed,,On Agreeing to the Amendment,
116,House,210,16/05/2019,1,211,239,174,0.141,0.31,0.551,1.118,-21.694,HR987,Agreed to,,On Agreeing to the Amendment,
116,House,211,16/05/2019,1,212,229,185,0.085,0.253,0.694,0.441,-2.243,HR987,Agreed to,,On Agreeing to the Amendment,
116,House,212,16/05/2019,1,213,188,228,0.052,0.07,-0.713,0.176,-0.289,HR987,Failed,MORE Health Education Act,On Motion to Recommit with Instructions,
116,House,213,16/05/2019,1,214,234,183,0.16,0.135,0.6,0.932,-7.449,HR987,Passed,MORE Health Education Act,On Passage,
116,House,214,17/05/2019,1,215,215,191,-0.391,0.616,0.107,0.353,-187.703,,Passed,,On Approving the Journal,
116,House,215,17/05/2019,1,216,181,228,-0.089,0.996,-0.423,-0.323,-11.419,HR5,Failed,Equality Act,On Motion to Recommit with Instructions,
116,House,216,17/05/2019,1,217,236,173,0.197,0.619,0.929,0.303,-17.324,HR5,Passed,Equality Act,On Passage,
116,House,217,20/05/2019,1,218,397,0,0,0,0,0,0,HR1952,Passed,Intercountry Adoption Information Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,218,20/05/2019,1,219,393,0,0,0,0,0,0,HRES106,Passed,Denouncing female genital mutilation/cutting as a violation of the human rights of women and girls and urging the international community and the Federal Government to increase efforts to eliminate the harmful practice,On Motion to Suspend the Rules and Agree,
116,House,219,21/05/2019,1,220,227,191,0.053,0.068,0.713,-0.17,-0.293,HRES389,Passed,"Providing for consideration of the bill (H.R. 1500) Consumers First Act, providing for consideration of the bill (H.R. 1994) Setting Every Community Up for Retirement Enhancement Act, and providing for proceedings during the period from May 24, 2019, through May 31, 2019, and for other purposes.",On Ordering the Previous Question,
116,House,220,21/05/2019,1,221,230,190,0.053,0.068,0.713,-0.169,-0.293,HRES389,Passed,"Providing for consideration of the bill (H.R. 1500) Consumers First Act, providing for consideration of the bill (H.R. 1994) Setting Every Community Up for Retirement Enhancement Act, and providing for proceedings during the period from May 24, 2019, through May 31, 2019, and for other purposes.",On Agreeing to the Resolution,
116,House,221,22/05/2019,1,222,188,230,-0.13,0.992,-0.637,-0.711,-8.221,HR1500,Failed,,On Agreeing to the Amendment,
116,House,222,22/05/2019,1,223,189,232,-0.091,0.996,-0.602,-0.689,-7.487,HR1500,Failed,,On Agreeing to the Amendment,
116,House,223,22/05/2019,1,224,190,231,-0.092,0.996,-0.496,-0.479,-7.626,HR1500,Failed,,On Agreeing to the Amendment,
116,House,224,22/05/2019,1,225,412,10,0,0,0,0,0,HR1500,Agreed to,,On Agreeing to the Amendment,
116,House,225,22/05/2019,1,226,231,191,-0.152,0.988,0.523,0.653,-12.116,HR1500,Agreed to,,On Agreeing to the Amendment,
116,House,226,22/05/2019,1,227,191,231,0.052,0.06,-0.712,0.178,-0.287,HR1500,Failed,Consumers First Act,On Motion to Recommit with Instructions,
116,House,227,22/05/2019,1,228,231,191,0.052,0.06,0.712,-0.178,-0.287,HR1500,Passed,Consumers First Act,On Passage,
116,House,228,23/05/2019,1,229,223,194,-0.495,0.79,0.123,0.411,-191.754,,Passed,,On Approving the Journal,
116,House,229,23/05/2019,1,230,200,222,-0.193,0.578,-0.341,-0.613,-34.891,HR1994,Failed,Setting Every Community Up for Retirement Enhancement Act,On Motion to Recommit with Instructions,
116,House,230,23/05/2019,1,231,417,3,0,0,0,0,0,HR1994,Passed,Setting Every Community Up for Retirement Enhancement Act,On Passage,
116,House,231,03/06/2019,1,232,354,58,0.13,-0.992,0.256,-0.738,-77.592,HR2157,Passed,"Making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes",On Motion to Suspend the Rules and Concur in the Senate Amendment,
116,House,232,03/06/2019,1,233,357,55,0.539,-0.693,0.698,-0.376,-55.37,HR2940,Passed,"To extend the program of block grants to States for temporary assistance for needy families and related programs through September 30, 2019",On Motion to Suspend the Rules and Pass,
116,House,233,03/06/2019,1,234,206,189,-0.546,0.838,0.141,0.475,-181.958,,Passed,,On Approving the Journal,
116,House,234,04/06/2019,1,235,228,192,0.048,0.02,0.711,-0.214,-0.289,HRES415,Passed,"Providing for consideration of the bill (H.R. 6) to authorize the cancellation of removal and adjustment of status of certain aliens, and for other purposes",On Ordering the Previous Question,
116,House,235,04/06/2019,1,236,219,203,0.05,-0.809,0.34,0.172,-26.319,HRES415,Passed,"Providing for consideration of the bill (H.R. 6) to authorize the cancellation of removal and adjustment of status of certain aliens, and for other purposes",On Agreeing to the Resolution,
116,House,236,04/06/2019,1,237,212,203,-0.486,0.874,0.16,0.426,-173.147,,Passed,,On Approving the Journal,
116,House,237,04/06/2019,1,238,423,0,0,0,0,0,0,HRES393,Passed,"Remembering the victims of the violent suppression of democracy protests in Tiananmen Square and elsewhere in China on June 3 and 4, 1989, and calling on the Government of the People’s Republic of China to respect the universally recognized human rights of all people living in China and around the world","On Motion to Suspend the Rules and Agree, as Amended",
116,House,238,04/06/2019,1,239,202,221,-0.125,0.401,-0.539,-1.145,-21.466,HR6,Failed,American Dream and Promise Act,On Motion to Recommit with Instructions,
116,House,239,04/06/2019,1,240,237,187,0.175,0.222,0.418,0.496,-17.501,HR6,Passed,American Dream and Promise Act,On Passage,
116,House,240,05/06/2019,1,241,395,22,0.177,-0.967,0.322,-1.31,-34.77,HR1921,Passed,Ocean Acidification Innovation Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,241,10/06/2019,1,242,395,3,0,0,0,0,0,HR542,Passed,Supporting Research and Development for First Responders Act,On Motion to Suspend the Rules and Pass,
116,House,242,10/06/2019,1,243,384,13,0.197,-0.956,0.227,-1.165,-23.483,HR2539,Passed,Strengthening Local Transportation Security Capabilities Act,On Motion to Suspend the Rules and Pass,
116,House,243,10/06/2019,1,244,394,2,0,0,0,0,0,HR2590,Passed,DHS Overseas Personnel Enhancement Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,244,11/06/2019,1,245,227,190,0.051,0.051,0.712,-0.187,-0.278,HRES431,Passed,Providing for consideration of H.R. 2740 and H. Res. 430,On Ordering the Previous Question,
