congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,House,21348,47,11,NC,200,,,"MEADOWS, Mark",M001187,1959,,0.602,-0.207,-110.37358,0.78991,468,55,,0.579,-0.231
116,House,21349,47,2,NC,200,,,"HOLDING, George E.B.",H001065,1968,,0.615,0.17,-51.60265,0.89074,446,20,,0.536,0.491
116,House,21543,47,6,NC,200,,,"WALKER, Bradley Mark",W000819,1969,,0.644,0.015,-57.95544,0.87526,435,24,,0.687,0.202
116,House,21544,47,7,NC,200,,,"ROUZER, David",R000603,1972,,0.576,0.199,-71.53377,0.86128,479,32,,0.539,0.272
116,House,21545,47,12,NC,100,,,"ADAMS, Alma",A000370,1946,,-0.469,0.009,-10.44731,0.97802,470,3,,-0.453,-0.185
116,House,21708,47,13,NC,200,,,"BUDD, Theodore Paul",B001305,1971,,0.673,-0.091,-73.3851,0.85823,480,32,,0.664,-0.067
116,House,21986,47,9,NC,200,,,"BISHOP, Dan",B001311,1964,,,,,,,,,0.992,-0.13
116,House,21987,47,3,NC,200,,,"MURPHY, Gregory Francis",M001210,1963,,,,,,,,,0.954,0.3
116,House,29546,47,3,NC,200,,,"JONES, Walter Beaman, Jr.",J000255,1943,,0.244,-0.362,,,,,,,
116,House,21901,36,1,ND,200,,,"ARMSTRONG, Kelly",A000377,1976,,0.427,0.13,-86.16572,0.83151,467,40,,0.427,0.129
116,House,15029,24,9,OH,100,,,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.35,0.109,-17.42415,0.96391,474,5,,-0.388,0.251
116,House,20342,24,10,OH,200,,,"TURNER, Michael R.",T000463,1960,,0.269,0.207,-69.17922,0.86394,473,19,,0.285,0.345
116,House,20343,24,13,OH,100,,,"RYAN, Timothy J.",R000577,1973,,-0.403,0.213,-10.84773,0.96948,350,5,,-0.361,-0.07
116,House,20738,24,4,OH,200,,,"JORDAN, Jim",J000289,1964,,0.719,-0.227,-68.56974,0.86688,480,24,,0.776,-0.232
116,House,20755,24,5,OH,200,,,"LATTA, Robert E.",L000566,1956,,0.519,0.262,-44.16702,0.91244,482,11,,0.511,0.38
116,House,20941,24,11,OH,100,,,"FUDGE, Marcia L.",F000455,1952,,-0.58,0.14,-31.27797,0.93138,440,11,,-0.47,0.392
116,House,21162,24,6,OH,200,,,"JOHNSON, Bill",J000292,1954,,0.432,0.276,-54.6469,0.89045,471,22,,0.438,0.396
116,House,21163,24,15,OH,200,,,"STIVERS, Steve",S001187,1965,,0.296,0.27,-90.02274,0.82261,461,41,,0.284,0.286
116,House,21165,24,7,OH,200,,,"GIBBS, Bob",G000563,1954,,0.474,0.307,-64.92045,0.87225,475,25,,0.519,0.405
116,House,21351,24,2,OH,200,,,"WENSTRUP, Brad",W000815,1958,,0.551,0.164,-75.86009,0.84887,463,30,,0.502,0.18
116,House,21352,24,3,OH,100,,,"BEATTY, Joyce",B001281,1950,,-0.429,0.068,-10.16749,0.97878,474,2,,-0.464,-0.046
116,House,21353,24,14,OH,200,,,"JOYCE, David",J000295,1957,,0.263,0.269,-74.16035,0.85684,480,25,,0.299,0.221
116,House,21564,24,8,OH,200,,,"DAVIDSON, Warren",D000626,1970,,0.713,-0.32,-120.55163,0.77544,474,61,,0.68,-0.374
116,House,21759,24,12,OH,200,,,"BALDERSON, Troy",B001306,1962,,0.453,0.525,-48.12001,0.90499,482,17,,0.456,0.53
116,House,21924,24,16,OH,200,,,"GONZALEZ, Anthony",G000588,1984,,0.271,0.234,-69.77897,0.86444,479,23,,0.271,0.232
116,House,29550,24,1,OH,200,,,"CHABOT, Steve",C000266,1953,,0.575,-0.224,-78.99683,0.84912,483,30,,0.503,0.154
116,House,20344,53,4,OK,200,,,"COLE, Tom",C001053,1949,,0.332,0.363,-71.38892,0.86234,482,27,,0.299,0.421
116,House,21355,53,2,OK,200,,,"MULLIN, Markwayne",M001190,1977,,0.515,0.419,-73.71397,0.84952,452,27,,0.54,0.306
116,House,21760,53,1,OK,200,,,"HERN, Kevin",H001082,1961,,0.689,0.026,-69.60359,0.86423,477,32,,0.702,0.028
116,House,21933,53,5,OK,100,,,"HORN, Kendra",H001083,1976,,-0.199,0.539,-70.44812,0.86376,481,30,,-0.098,0.067
116,House,29393,53,3,OK,200,,,"LUCAS, Frank D.",L000491,1960,,0.362,0.414,-46.96449,0.90027,447,18,,0.32,0.65
116,House,15410,72,4,OR,100,,,"DeFAZIO, Peter Anthony",D000191,1947,,-0.429,0.008,-25.12277,0.9473,464,8,,-0.621,-0.178
116,House,20944,72,5,OR,100,,,"SCHRADER, Kurt",S001180,1951,,-0.191,0.062,-55.46745,0.88868,470,28,,-0.162,0.101
116,House,21198,72,1,OR,100,,,"BONAMICI, Suzanne",B001278,1954,,-0.393,-0.4,-9.25965,0.98097,482,2,,-0.464,-0.454
116,House,29588,72,3,OR,100,,,"BLUMENAUER, Earl",B000574,1948,,-0.427,-0.669,-16.16319,0.96648,474,5,,-0.445,-0.851
116,House,29932,72,2,OR,200,,,"WALDEN, Greg",W000791,1957,,0.334,-0.018,-91.15445,0.82638,478,40,,0.255,0.24
116,House,20946,14,15,PA,200,,,"THOMPSON, Glenn",T000467,1959,,0.308,0.385,-67.64115,0.86881,481,19,,0.305,0.414
116,House,21167,14,16,PA,200,,,"KELLY, Mike",K000376,1948,,0.338,0.486,-92.65995,0.82311,476,47,,0.434,0.245
116,House,21170,14,12,PA,200,,,"MARINO, Thomas A.",M001179,1952,,0.352,0.477,-0.28897,0.98751,23,0,,0,0
116,House,21356,14,10,PA,200,,,"PERRY, Scott",P000605,1962,,0.629,-0.353,-102.95073,0.80514,475,58,,0.577,-0.297
116,House,21358,14,8,PA,100,,,"CARTWRIGHT, Matt",C001090,1961,,-0.371,-0.049,-10.01453,0.97883,468,2,,-0.396,-0.009
116,House,21548,14,2,PA,100,,,"BOYLE, Brendan Francis",B001296,1977,,-0.397,0.145,-20.82633,0.95737,478,8,,-0.384,-0.189
116,House,21566,14,3,PA,100,,,"EVANS, Dwight",E000296,1954,,-0.452,-0.087,-8.92097,0.98166,482,1,,-0.457,-0.227
116,House,21718,14,1,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973,,0.184,-0.202,-104.50943,0.80543,483,42,,0.151,-0.124
116,House,21745,14,11,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964,,0.413,0.307,-50.26721,0.89669,461,24,,0.427,0.272
116,House,21756,14,17,PA,100,,,"LAMB, Conor",L000588,1984,,-0.107,0.107,-68.87067,0.86685,482,30,,-0.13,0.212
116,House,21762,14,5,PA,100,,,"SCANLON, Mary Gay",S001205,1959,,-0.486,-0.041,-11.28352,0.97681,481,4,,-0.586,0.092
116,House,21763,14,7,PA,100,,,"WILD, Susan",W000826,1957,,-0.452,0.773,-44.15122,0.91159,477,15,,-0.429,0.743
116,House,21915,14,4,PA,100,,,"DEAN, Madeleine",D000631,1959,,-0.537,-0.006,-8.55076,0.98234,480,4,,-0.537,-0.006
116,House,21934,14,6,PA,100,,,"HOULAHAN, Christina",H001085,1967,,-0.326,0.61,-30.05043,0.93944,481,9,,-0.326,0.61
116,House,21936,14,13,PA,200,,,"JOYCE, John",J000302,1957,,0.523,0.186,-52.13967,0.89173,455,21,,0.523,0.186
116,House,21945,14,9,PA,200,,,"MEUSER, Dan",M001204,1964,,0.581,0.522,-67.66969,0.86876,481,34,,0.581,0.522
116,House,21956,14,14,PA,200,,,"RESCHENTHALER, Guy",R000610,1983,,0.343,0.408,-63.31197,0.87546,476,23,,0.343,0.407
116,House,21985,14,12,PA,200,,,"KELLER, Fred",K000395,1965,,0.474,0.253,-44.7044,0.85849,293,17,,0.474,0.252
116,House,29561,14,18,PA,100,,,"DOYLE, Michael F.",D000482,1953,,-0.33,0.118,-15.63174,0.96645,458,5,,-0.419,-0.252
116,House,20136,5,2,RI,100,,,"LANGEVIN, James",L000559,1964,,-0.376,0.108,-27.86843,0.94382,482,7,,-0.258,-0.108
116,House,21172,5,1,RI,100,,,"CICILLINE, David N.",C001084,1961,,-0.39,-0.29,-16.7053,0.96573,479,5,,-0.454,-0.435
116,House,20138,48,2,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947,,0.538,0.103,-85.94662,0.83157,466,38,,0.483,0.105
116,House,21174,48,3,SC,200,,,"DUNCAN, Jeff",D000615,1966,,0.729,-0.19,-79.8616,0.84702,481,28,,0.704,-0.107
116,House,21359,48,7,SC,200,,,"RICE, Tom",R000597,1957,,0.6,-0.269,-115.1891,0.78058,465,64,,0.633,-0.314
116,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953,,0.779,-0.162,-62.16088,0.87685,473,30,,0.816,-0.091
116,House,21913,48,1,SC,100,,,"CUNNINGHAM, Joe",C001122,1982,,-0.113,0.451,-90.18507,0.82773,477,36,,-0.112,0.452
116,House,21974,48,4,SC,200,,,"TIMMONS, William",T000480,1984,,0.594,0.25,-62.59346,0.87822,482,25,,0.594,0.25
116,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940,,-0.464,0.253,-21.01986,0.95002,410,6,,-0.272,-0.241
116,House,21935,37,1,SD,200,,,"JOHNSON, Dustin",J000301,1976,,0.484,0.033,-80.58513,0.84604,482,24,,0.485,0.067
116,House,15019,54,5,TN,100,,,"COOPER, James Hayes Shofner",C000754,1954,,-0.162,-0.033,-69.68007,0.86488,480,18,,-0.258,0.266
116,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949,,-0.4,-0.354,-20.06441,0.95847,473,7,,-0.376,-0.265
116,House,20947,54,1,TN,200,,,"ROE, David P. (Phil)",R000582,1945,,0.487,0.017,-65.02818,0.8713,472,26,,0.453,0.134
116,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962,,0.454,0.3,-73.80232,0.8583,483,35,,0.391,0.394
116,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964,,0.578,-0.099,-71.6578,0.85661,463,29,,0.535,0.033
116,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966,,0.544,0.237,-45.96097,0.90627,467,16,,0.534,0.667
116,House,21905,54,2,TN,200,,,"BURCHETT, Timothy",B001309,1964,,0.719,-0.222,-90.91088,0.82746,480,32,,0.719,-0.223
116,House,21926,54,7,TN,200,,,"GREEN, Mark",G000590,1964,,0.755,0.236,-41.15006,0.90201,399,19,,0.755,0.235
116,House,21959,54,6,TN,200,,,"ROSE, John",R000612,1965,,0.703,0.13,-77.67567,0.85059,480,32,,0.703,0.13
116,House,20355,49,26,TX,200,,,"BURGESS, Michael C.",B001248,1950,,0.577,-0.218,-103.51211,0.80382,474,51,,0.638,-0.13
116,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941,,0.472,0.608,-102.84635,0.80421,472,46,,0.529,0.848
116,House,20527,49,1,TX,200,,,"GOHMERT, Louie",G000552,1953,,0.622,-0.328,-114.6709,0.77417,448,63,,0.702,-0.463
116,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947,,-0.438,0.316,-18.06175,0.96307,480,9,,-0.428,0.083
116,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.44,0.088,-96.42641,0.81766,479,41,,0.346,0.225
116,House,20531,49,11,TX,200,,,"CONAWAY, K. Michael",C001062,1948,,0.591,0.366,-60.1015,0.883,483,28,,0.596,0.577
116,House,20532,49,24,TX,200,,,"MARCHANT, Kenny",M001158,1951,,0.603,0.171,-71.52428,0.85571,459,29,,0.62,0.205
116,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955,,-0.226,0.623,-82.03407,0.8438,483,44,,-0.288,0.757
116,House,20948,49,22,TX,200,,,"OLSON, Pete",O000168,1962,,0.549,0.312,-65.68631,0.8672,461,25,,0.598,0.35
116,House,21182,49,17,TX,200,,,"FLORES, Bill",F000461,1954,,0.57,0.3,-72.00695,0.86016,478,28,,0.485,0.3
116,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953,,0.7,0.052,-78.01561,0.84645,468,34,,0.703,0.018
116,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974,,-0.397,-0.013,-18.95461,0.95963,460,6,,-0.607,-0.31
116,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949,,0.59,0.094,-80.29229,0.84508,477,33,,0.568,0.044
116,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971,,-0.402,0.286,-25.04048,0.94927,481,7,,-0.285,-0.001
116,House,21366,49,34,TX,100,,,"VELA, Filemon",V000132,1963,,-0.313,0.42,-70.02532,0.86452,481,27,,-0.642,0.767
116,House,21549,49,4,TX,200,,,"RATCLIFFE, John",R000601,1965,,0.704,0.13,-55.90671,0.87939,435,23,,0.668,0.171
116,House,21550,49,23,TX,200,,,"HURD, William Ballard",H001073,1977,,0.296,0.225,-128.02175,0.76244,472,53,,0.194,0.334
116,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948,,0.685,0.165,-79.31958,0.84471,470,34,,0.68,0.261
116,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972,,0.626,-0.047,-99.36596,0.81088,474,55,,0.653,-0.146
116,House,21722,49,15,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967,,-0.379,0.674,-64.64952,0.86889,460,28,,-0.528,0.849
116,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975,,0.639,-0.239,-106.96937,0.79874,476,45,,0.64,-0.27
116,House,21900,49,32,TX,100,,,"ALLRED, Colin",A000376,1983,,-0.421,0.599,-30.29699,0.93757,470,12,,-0.421,0.599
116,House,21911,49,2,TX,200,,,"CRENSHAW, Daniel",C001120,1984,,0.383,0.358,-61.86744,0.87764,474,25,,0.383,0.358
116,House,21917,49,16,TX,100,,,"ESCOBAR, Veronica",E000299,1969,,-0.487,-0.399,-7.42766,0.98455,477,2,,-0.487,-0.399
116,House,21919,49,7,TX,100,,,"FLETCHER, Elizabeth",F000468,1975,,-0.411,0.83,-54.87623,0.89218,481,26,,-0.411,0.83
116,House,21922,49,29,TX,100,,,"GARCIA, Sylvia",G000587,1950,,-0.78,0.567,-41.01805,0.91858,483,12,,-0.78,0.567
116,House,21925,49,5,TX,200,,,"GOODEN, Lance",G000589,1982,,0.729,0.159,-52.11209,0.89772,483,22,,0.729,0.159
116,House,21961,49,21,TX,200,,,"ROY, Charles",R000614,1972,,0.8,-0.6,-92.57897,0.82291,475,34,,1,-0.03
116,House,21973,49,3,TX,200,,,"TAYLOR, Nicholas",T000479,1972,,0.542,-0.152,-104.37733,0.80493,481,53,,0.542,-0.153
116,House,21984,49,6,TX,200,,,"WRIGHT, Ron",W000827,1953,,0.753,0.031,-41.49328,0.89552,376,16,,0.753,0.03
116,House,29571,49,35,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.403,-0.311,-14.07807,0.97011,464,4,,-0.633,-0.18
116,House,29572,49,13,TX,200,,,"THORNBERRY, William McClellan (Mac)",T000238,1958,,0.525,0.306,-85.60679,0.83185,465,40,,0.497,0.212
116,House,29573,49,18,TX,100,,,"JACKSON LEE, Sheila",J000032,1950,,-0.46,0.129,-14.7335,0.96933,473,7,,-0.601,-0.252
116,House,29760,49,8,TX,200,,,"BRADY, Kevin Patrick",B000755,1955,,0.522,0.215,-80.77228,0.83832,458,36,,0.568,0.174
116,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943,,0.396,0.239,-78.31778,0.84314,459,35,,0.434,0.397
116,House,39305,49,30,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1935,,-0.485,0.205,-17.96332,0.96319,479,7,,-0.376,0.024
116,House,20357,67,1,UT,200,,,"BISHOP, Robert (Rob)",B001250,1951,,0.536,0.099,-108.998,0.78821,458,53,,0.577,-0.073
116,House,21367,67,2,UT,200,,,"STEWART, Chris",S001192,1960,,0.529,0.147,-64.47608,0.87357,477,31,,0.541,0.343
116,House,21755,67,3,UT,200,,,"CURTIS, John R.",C001114,1960,,0.55,0.006,-65.1232,0.86213,439,33,,0.549,0.024
116,House,21943,67,4,UT,100,,,"McADAMS, Ben",M001209,1974,,-0.083,0.252,-99.93248,0.81275,482,41,,-0.083,0.253
116,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947,,-0.41,-0.347,-13.76138,0.97121,471,5,,-0.65,-0.073
116,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959,,0.443,-0.023,-99.77969,0.81196,479,44,,0.541,0.186
116,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.306,-0.013,-38.37701,0.92285,478,19,,-0.211,-0.115
116,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958,,0.551,-0.442,-125.46833,0.76701,473,55,,0.568,-0.363
116,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.387,-0.047,-13.9649,0.97109,476,6,,-0.341,-0.426
116,House,21736,40,4,VA,100,,,"MCEACHIN, Aston Donald",M001200,1961,,-0.382,-0.099,-19.73152,0.95389,418,9,,-0.288,-0.064
116,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972,,0.727,-0.225,-85.5898,0.83761,483,38,,0.727,-0.225
116,House,21941,40,2,VA,100,,,"LURIA, Elaine",L000591,1975,,-0.157,0.325,-76.2949,0.85388,483,40,,-0.157,0.325
116,House,21957,40,5,VA,200,,,"RIGGLEMAN, Denver",R000611,1970,,0.476,-0.025,-85.1469,0.83745,480,28,,0.476,-0.026
116,House,21966,40,7,VA,100,,,"SPANBERGER, Abigail",S001209,1979,,-0.194,0.514,-62.76847,0.8779,482,21,,-0.194,0.514
116,House,21983,40,10,VA,100,,,"WEXTON, Jennifer",W000825,1968,,-0.382,0.47,-20.43119,0.95858,483,8,,-0.382,0.47
116,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947,,-0.45,0.014,-28.98725,0.94163,482,12,,-0.274,-0.041
116,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.365,0.189,-29.7532,0.9399,480,9,,-0.553,0.239
116,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969,,0.425,0.116,-89.9057,0.82756,475,39,,0.404,-0.044
116,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978,,0.366,-0.201,-69.2586,0.80262,315,32,,0.28,-0.047
116,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.309,-0.014,-25.13658,0.94929,483,13,,-0.405,0.427
116,House,21369,73,10,WA,100,,,"HECK, Denny",H001064,1952,,-0.31,-0.132,-13.32985,0.97278,483,4,,-0.268,-0.311
116,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955,,0.35,0.215,-71.65287,0.86186,482,31,,0.327,0.239
116,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965,,-0.692,-0.211,-10.63778,0.97813,481,4,,-0.523,-0.692
116,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968,,-0.338,0.453,-28.75479,0.9422,483,16,,-0.338,0.453
116,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965,,-0.284,-0.16,-10.23124,0.97865,474,4,,-0.335,-0.361
116,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962,,-0.28,-0.232,-13.74987,0.97193,483,2,,-0.333,-0.254
116,House,21188,56,1,WV,200,,,"McKINLEY, David",M001180,1947,,0.3,0.18,-82.3491,0.84325,483,33,,0.344,0.31
116,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971,,0.577,-0.293,-123.5625,0.77263,479,53,,0.572,-0.281
116,House,21946,56,3,WV,200,,,"MILLER, Carol",M001205,1950,,0.45,0.393,-56.18856,0.88975,481,19,,0.45,0.393
116,House,14657,25,5,WI,200,,,"SENSENBRENNER, Frank James, Jr.",S000244,1943,,0.641,-0.594,-115.00878,0.75066,401,59,,0.579,-0.274
116,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.53,-0.251,-16.61105,0.96592,479,7,,-0.557,-0.541
116,House,21189,25,7,WI,200,,,"DUFFY, Sean",D000614,1971,,0.511,-0.109,-100.93909,0.79459,439,46,,0.515,0.012
116,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964,,-0.54,-0.525,-12.62939,0.97365,473,3,,-0.4,-0.795
116,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955,,0.618,-0.292,-110.85494,0.78789,465,53,,0.623,-0.357
116,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984,,0.443,-0.047,-111.58299,0.79219,479,48,,0.385,-0.02
116,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981,,0.419,-0.084,-92.5164,0.82568,483,46,,0.419,-0.086
116,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963,,-0.262,-0.083,-50.53513,0.89806,470,21,,-0.224,0.121
116,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966,,0.503,0.599,-83.59745,0.83415,461,42,,0.481,0.876
